Facility ID,Facility Type,License Number,Licensed Facility Name,Address,Address 2,City,State,Zip Code,County,Telephone,Fax,Email,License Expiration Date,Licensed Owner,Owner Address,Owner City/State/Zip,Owner Description,Administrator,Title,Hospital Bed Total,Georeference
NJ24954,END STAGE RENAL DIALYSIS,24954,FRESENIUS MEDICAL CARE DOVER,400 WEST BLACKWELL STREET,,DOVER,NJ,07801,MORRIS,(973) 328-1812,(973) 328-2370,benjamin.causey@fmc-na.com,04/30/2021,"BIO MEDICAL APPLICATIONS OF NEW JERSEY, INC.",920 WINTER STREET,"WALTHAM, MA  02451",,Mr. BENJAMIN TYLER CAUSEY,,,POINT (-74.57637996199999 40.884813001000055)
NJ1191,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1191,COOPER PULMONARY AND FAMILY SLEEP CENTER,"900 CENTENNIAL BOULEVARD, SUITES J & K",,VOORHEES,NJ,08043,CAMDEN,(856) 325-6789,,o'shea-donna@cooperhealth.edu,05/31/2021,COOPER HEALTH SYSTEM,ONE COOPER PLAZA,"CAMDEN, NJ  08103",Non-Profit - Hospital,Dr. ANTHONY MAZZARELLI,,,POINT (-74.94131402799997 39.86621298800003)
NJ24414,AMBULATORY SURGICAL CENTER,24414,"SURGERY CENTER OF CLIFFSIDE, LLC","663 PALISADE AVENUE, 4TH FLOOR",,CLIFFSIDE PARK,NJ,07010,BERGEN,(201) 705-1400,(201) 917-2295,gina@lexingtonplasticsurgeons.com,11/30/2021,"SURGERY CENTER OF CLIFFSIDE, L.L.C.","663 PALISADE AVENUE, 4TH FLOOR","CLIFFSIDE PARK, NJ  07010",Profit - LLC,Ms. GINA FRATELLO,,,POINT (-73.98354102599995 40.82504299000004)
NJ25093,END STAGE RENAL DIALYSIS,25093,FRESENIUS KIDNEY CARE BOARDWALK,1925 PACIFIC AVENUE,,ATLANTIC CITY,NJ,08401,ATLANTIC,(609) 441-8944,,irene.dato@fnc.na.com,07/31/2021,"FMS ATLANTIC CITY HOLDING, LC",1925 PACIFIC AVENUE,"ATLANTIC CITY, NJ  08401",Profit - LLC,Ms. IRENE DATO,,,POINT (-74.43367821399995 39.357955092000054)
NJ31C0001008,SURGICAL PRACTICE,R24572,"NEW JERSEY EYE CENTER, THE",1 NORTH WASHINGTON AVENUE,,BERGENFIELD,NJ,07621,BERGEN,(201) 384-7333,(201) 384-3881,jdellorusso@verizon.net,04/30/2022,"THE NEW JERSEY EYE CENTER, PA",1 NORTH WASHINGTON AVENUE,"BERGENFIELD, NJ  07621",,Dr. JAMES DELLO RUSSO,,,POINT (-73.99577902399994 40.92797598800007)
NJ80401,AMBULATORY CARE FACILITY - SATELLITE,80401,"FAMCARE, INC.",80 SOUTH MAIN ROAD,,VINELAND,NJ,08360,CUMBERLAND,(856) 794-1235,(856) 961-7205,clipscomb@famcareinc.org,02/28/2022,"FAMCARE, INC.",711 NORTH MAIN STREET,"GLASSBORO, NJ  08028",,Ms. KATHIE NIXON,,,POINT (-75.00006396099997 39.48384800000008)
NJ22772,AMBULATORY CARE FACILITY,22772,AIMS DIAGNOSTIC IMAGING SERVICES OF NEW JERSEY,"2800 ROUTE 130 N, SUITE 202",,CINNAMINSON,NJ,08077,BURLINGTON,(856) 786-7044,(856) 786-7079,apsj@aimsradiology.com,07/31/2021,AIMS DIAGNOSTIC IMAGING SERVICES OF NEW JERSEY,434 NEW JERSEY AVENUE,"ABSECON, NJ  08201",,Mr. ROMESH RUTHNASWAMY,,,POINT (-74.97130498099995 40.00736298000004)
NJ22666,HOSPICE CARE PROGRAM,22666,PENN MEDICINE HOSPICE PRINCETON HEALTH,"105 COLLEGE ROAD EAST, 2ND FLOOR",,PRINCETON,NJ,08540,MERCER,(609) 497-4900,(609) 497-4933,constance.oldham@pennmedicine.upenn.edu,03/31/2022,"PRINCETON HEALTHCARE SYSTEM, A NJ NONPROFIT CORP",1 PLAINSBORO ROAD,"PLAINSBORO, NJ  08536",Non-Profit - Hospital,Mr. BARRY RABNER,Pres. & CEO,,POINT (-74.60009303599998 40.358333006000066)
NJR24646,SURGICAL PRACTICE,R24646,"PARAMUS PLASTIC SURGERY, SKIN CARE & LASER CENTER","17 ARCADIAN AVENUE, SUITE 103",,PARAMUS,NJ,07652,BERGEN,(201) 843-0700,(201) 843-0622,paramuspscenter@aol.com,06/30/2019,"PARAMUS PLASTIC SURGERY, SKIN CARE AND LASER CENTE","17 ARCADIAN AVENUE, SUITE 103","PARAMUS, NJ  07652",,Dr. EMMANUEL LAT,,,POINT (-74.08472806399999 40.92289158300008)
NJ31C0001079,AMBULATORY SURGICAL CENTER,R24636,RETINA CONSULTANTS SURGERY CENTER,39 SYCAMORE AVENUE,,LITTLE SILVER,NJ,07739,MONMOUTH,(732) 530-7730,(732) 530-3837,rtmedicine@gmail.com,07/31/2021,"RETINA CONSULTANTS SURGERY PRACTICE, L.L.C.",39 SYCAMORE AVENUE,"LITTLE SILVER, NJ  07739",,Mrs. MONIQUE RYAN,,,POINT (-74.04351798499994 40.326581015000045)
NJ70391,AMBULATORY CARE FACILITY,70391,BURLINGTON COUNTY HEALTH DEPARTMENT RAPHAEL MEADOW HEALTH CENTER,15 PIONEER BOULEVARD,,WESTAMPTON,NJ,08060,BURLINGTON,(609) 265-5548,(609) 265-3152,hfunkhouser@co.burlington.nj.us,10/31/2021,BURLINGTON COUNTY BOARD OF CHOSEN FREEHOLDERS,49 RANCOCAS ROAD,"MOUNT HOLLY, NJ  08060",Govt - County,Ms. HOLLY CUCUZZELLA,,,POINT (-74.81894412499997 40.014725164000026)
NJ22639,AMBULATORY CARE FACILITY,23276,NEW JERSEY MRI SYSTEMS,583 BROADWAY,,PATERSON,NJ,07514,PASSAIC,(973) 357-9900,(973) 357-9979,staff@njmrisystems.com,12/31/2021,NEW JERSEY MRI SYSTEMS,583 BROADWAY,"PATERSON, NJ  07514",,Ms. MARY ANN RIGGINS,,,POINT (-74.14885202199997 40.918463995000025)
NJ1126,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1126,CINJ AT HAMILTON,2575 KLOCKNER ROAD,,HAMILTON,NJ,08690,MERCER,(609) 584-2895,(609) 890-7638,meghan.mccord-zaro@rwjbh.org,05/31/2021,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - HAMILTON,ONE HAMILTON HEALTH PLACE,"HAMILTON, NJ  08690",Non-Profit - Hospital,Mr. RICHARD FREEMAN,,,POINT (-74.67063303799995 40.21710900100004)
NJ80012,AMBULATORY SURGICAL CENTER,R24511,BEY LEA AMBULATORY SURGICAL CENTER,54 BEY LEA ROAD BUILDING 2,,TOMS RIVER,NJ,08753,OCEAN,(732) 281-1020,(732) 281-1024,kelleybongiovanni@comcast.net,03/31/2021,BEY LEA AMBULATORY SURGICAL CENTER LLC,"54 BEY LEA ROAD, BLDG. 2","TOMS RIVER, NJ  08753",,Ms. DEBORAH BANNON,,,POINT (-74.200907999 39.98838999800006)
NJ24962,AMBULATORY CARE FACILITY,24962,"SOVEREIGN HEALTH IMAGING, L.L.C.",630 BROAD STREET,,CARLSTADT,NJ,07072,BERGEN,(201) 791-4544,(201) 794-6970,dvardaro@sovms.com,12/31/2019,"SOVEREIGN HEALTH IMAGING, L.L.C.",630 BROAD STREET,"CARLSTADT, NJ  07072",Profit - LLC,Mr. DONALD VARDARO,,,POINT (-74.10011402099997 40.84168601400006)
NJ24194,COMPREHENSIVE OUTPATIENT REHAB,24194,ADVANTAGE THERAPY CENTER/ADVANTAGE SLEEP CENTERS,"100 KINGSWAY EAST, SUITE B4-B6, WASHING PAVILIONS",,SEWELL,NJ,08080,GLOUCESTER,(856) 256-0007,(856) 256-1020,cherylk@adtherapy.com,02/28/2022,"WASHINGTON TOWNSHIP CORF, L.L.C.","WASHINGTON PAVILIONS, 100 KINGSWAY EAST","SEWELL, NJ  08080",Profit - LLC,. CHERYL KOBITHEN,,,POINT (-75.06459003099997 39.73254501800005)
NJ25140,AMBULATORY CARE FACILITY,25140,"URGENT MEDICAL CARE AND MRI, LLC",3540 JOHN F KENNEDY BOULEVARD,,JERSEY CITY,NJ,07307,HUDSON,(201) 333-2221,,,04/30/2021,"URGENT MEDICAL CENTER AND MRI, LLC",3540 JOHN F KENNEDY BOULEVARD,"JERSEY CITY, NJ  07307",,Dr. MICHAEL HADDAD,,,POINT (-74.05158296899998 40.75261002000008)
NJR24621,AMBULATORY SURGICAL CENTER,R24621,AMBULATORY PAIN AND DISABILITY MANAGEMENT CENTER,191 PALISADE AVENUE,,JERSEY CITY,NJ,07306,HUDSON,(201) 656-4324,(201) 656-4019,drarizmehta@yahoo.com,07/31/2021,"AMBULATORY PAIN MANAGEMENT CENTER, LLC",191 PALISADE AVENUE,"JERSEY CITY, NJ  07306",,Dr. MONICA MEHTA,,,POINT (-74.04994103799999 40.73556801800004)
NJ900044,AMBULATORY SURGICAL CENTER,R24522,MT LAUREL ENDOSCOPY CENTER,"15000 MIDLANTIC DRIVE, SUITE 110",,MOUNT LAUREL,NJ,08054,BURLINGTON,(856) 996-4001,(856) 996-4002,cgiglior@mountlaurelendo.com,08/31/2021,MT LAUREL ENDOSCOPY CENTER LP,"15000 MIDLANTIC DRIVE, SUITE 110","MT LAUREL, NJ  08054",Profit - Partnership,Dr. JOHN KRAVITZ,M.D.,,POINT (-74.92271198699996 39.96066098600005)
NJ22906,AMBULATORY CARE FACILITY,22906,"UNIVERSITY RADIOLOGY GROUP, PC","2315 HIGHWAY 34, BLDG A, SUITE C",,MANASQUAN,NJ,08736,MONMOUTH,(732) 282-9120,(732) 282-9123,marcel.pirovano@univrad.com,09/30/2021,"UNIVERSITY RADIOLOGY GROUP, P.C.",579A CRANBURY ROAD,"EAST BRUNSWICK, NJ  08816",Profit - Corporation,Mrs. ANTOINETTE AGRESTA,,,POINT (-74.09185298399996 40.13828998400004)
NJ31C0001012,AMBULATORY SURGICAL CENTER,R24575,"EYE SURGICENTER OF NEW JERSEY LLC, THE",1205 NORTH HIGH STREET,,MILLVILLE,NJ,08332,CUMBERLAND,(856) 825-3937,(856) 825-6430,jrispo@bceye.com,05/31/2021,"EYE SURGICENTER OF NEW JERSEY, LLC",1205 NORTH HIGH STREET,"MILLVILLE, NJ  08332",,Ms. JENNIFER RISPO-MAGUIRE,,,POINT (-75.03924801699998 39.41092301100008)
NJ11902,GENERAL ACUTE CARE HOSPITAL,11902,NEWTON MEDICAL CENTER,175 HIGH ST,,NEWTON,NJ,07860,SUSSEX,(973) 579-8300,,anna.pence@atlantichealth.org,09/30/2021,AHS HOSPITAL CORP,475 SOUTH STREET,"MORRISTOWN, NJ  07960",Non-Profit - Hospital,. ROBERT ADAMS,,148,POINT (-74.76681001199995 41.058440018000056)
NJ1460,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1460,CAPITAL HEALTH MOBILE STROKE UNIT,245 CLARKSVILLE ROAD,,PRINCETON JUNCTION,NJ,08550,MERCER,(609) 303-4000,(609) 394-6687,jcohen2@capitalhealth.org,05/31/2021,"CAPITAL HEALTH SYSTEM, INC.",750 BRUNSWICK AVENUE,"TRENTON, NJ  08638",Non-Profit - Hospital,Mr. AL MAGHAZEHE,CEO,,POINT (-74.63676302399995 40.30277699700008)
NJ31C0001067,AMBULATORY SURGICAL CENTER,R24550,TEANECK GASTRO AND ENDOSCOPY,"1086 TEANECK ROAD, SUITE 3B",,TEANECK,NJ,07666,BERGEN,(201) 837-9636,(201) 837-9544,irina.sitnikov@pgsmp.com,01/31/2022,TEANECK GASTROENTEROLOGY & ENDOSCOPY CENTER LLC,"1086 TEANECK ROAD, SUITE 3B","TEANECK, NJ  07666",,. MICHAEL SCHMIDT,,,POINT (-74.00425597699996 40.89151600900004)
NJ1428,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1428,CAPE REGIONAL ENDOSCOPY CENTER,410 ROUTE 9 NORTH,,CAPE MAY COURT HOUSE,NJ,08210,CAPE MAY,(609) 463-2180,(609) 465-9391,,05/31/2021,"CAPE REGIONAL MEDICAL CENTER, INC.",TWO STONE HARBOR BOULEVARD,"CAPE MAY COURT HOUSE, NJ  08210",Non-Profit - Hospital,. JOANNE CARROCINO,,,POINT (-74.81568103399997 39.08951201900004)
NJ24803,AMBULATORY CARE FACILITY,24803,ADVANCED OPEN MRI OF WEST HUDSON,723 ELM STREET,,KEARNY,NJ,07032,HUDSON,(201) 997-7300,(201) 997-2709,malgeri01@comcast.net,03/31/2022,SKS HEALTHCARE LLC,1712 LINVALE HARBOURTON ROAD,"LAMBERTVILLE, NJ  08530",,Mr. JOSEPH MALGERI,,,POINT (-74.13370989099997 40.77714570000006)
NJ25058,END STAGE RENAL DIALYSIS,25058,FRESENIUS KIDNEY CARE OF SECAUCUS,200 MEADOWLANDS PARKWAY,,SECAUCUS,NJ,07094,HUDSON,(201) 865-6145,(201) 262-0604,debora.kearney@fmc-na.com,09/30/2021,"FRESENIUS MEDICAL CARE SECAUCUS, LLC",920 WINTER STREET,"WALTHAM, MA  02451",,Ms. DEBORA KEARNEY,,,POINT (-74.07505003499995 40.78514999300006)
NJ11205,GENERAL ACUTE CARE HOSPITAL,11205,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,,NEW BRUNSWICK,NJ,08901,MIDDLESEX,(732) 745-8600,(732) 745-7938,LHirsch@saintpetersuh.com,03/31/2022,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVENUE,"NEW BRUNSWICK, NJ  08901",Non-Profit - Religious Affiliation,Mr. LESLIE HIRSCH,,478,POINT (-74.45976296199996 40.500975019000066)
NJ24654,END STAGE RENAL DIALYSIS,24654,FMC HACKENSACK,458 PASSAIC STREET,,HACKENSACK,NJ,07601,BERGEN,(201) 342-0801,(201) 342-0802,debora.kearney@fmc-na.com,04/30/2021,FRESENIUS MEDICAL CARE HACKENSACK L.L.C.,920 WINTER STREET,"WALTHAM, MA  02451",,Ms. DEBORA KEARNEY,,,POINT (-74.05584399299994 40.89953899900007)
NJ1039,END STAGE RENAL DIALYSIS,24473,ST JOSEPH'S PATERSON DIALYSIS,"11 GETTY AVENUE, BUILDING 275",,PATERSON,NJ,07503,PASSAIC,(973) 684-3490,(973) 247-2740,margaret.dibona@davita.com,01/31/2022,SIMEON DIALYSIS LLC,2000 16TH STREET,"DENVER, CO  80202",,Ms. MARGARET DIBONA,,,POINT (-74.16588817999997 40.90490657500004)
NJ1409,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1409,MONMOUTH MEDICAL CENTER LABORATORY & INFUSION CENTER,"100 STATE ROUTE 36, SUITE #1M",,WEST LONG BRANCH,NJ,07764,MONMOUTH,(732) 923-7450,(732) 923-7511,kirsten.windos@rwjbh.org,05/31/2021,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,"LONG BRANCH, NJ  07740",Non-Profit - Hospital,Mr. ERIC CARNEY,,,POINT (-74.01955403999995 40.30017399700006)
NJ22563,AMBULATORY CARE FACILITY,22563,NJIN OF ENGLEWOOD,401 SYLVAN AVENUE,,ENGLEWOOD CLIFFS,NJ,07632,BERGEN,(201) 541-5401,(201) 541-5400,PETER.SULOVSKI@RADNET.COM,03/31/2022,"THE NEW JERSEY IMAGING NETWORK, L.L.C.",18 SQUADRON BOULEVARD,"NEW CITY, NY  10956",Profit - LLC,Ms. DESIREE VELOZ,,,POINT (-73.95188500799998 40.875061998000035)
NJ24009,SPECIAL HOSPITAL,24009,COLUMBUS HOSPITAL LTACH,495 NORTH 13TH STREET,,NEWARK,NJ,07107,ESSEX,(973) 587-7712,(973) 587-7830,PETER.CALLAGHAN@COLUMBUSSH.ORG,07/31/2021,COLUMBUS HOSPITAL LTACH,495 N 13TH STREET,"NEWARK, NJ  07107",Profit - LLC,Mr. PETER CALLAGHAN,,63,POINT (-74.18697510299995 40.772934820000046)
NJ23061,AMBULATORY CARE FACILITY,23061,NJIN OF CRANFORD,25 SOUTH UNION AVENUE,,CRANFORD,NJ,07016,UNION,(908) 709-1323,(908) 709-1329,joanne.ghiretti@radneet.com,08/31/2021,THE NEW JERSEY IMAGING NETWORK LLC,95 OLD SHORT HILLS ROAD,"WEST ORANGE, NJ  07052",Profit - LLC,Ms. JOANNE GHIRETTI,,,POINT (-74.30628897399998 40.653549000000055)
311891,FEDERALLY QUALIFIED HEALTH CENTERS,24343,ZUFALL HEALTH CENTER INC,4 ATNO AVENUE,,MORRISTOWN,NJ,07960,MORRIS,(973) 267-0002,(973) 328-9201,eturbiner@zufallhealth.org,06/30/2021,ZUFALL HEALTH CENTER,18 W BLACKWELL ST,"DOVER, NJ  07801",Profit - Corporation,Ms. EVA TURBINER,,,POINT (-74.48506939599997 40.798904667000045)
NJ90062,AMBULATORY SURGICAL CENTER,R24675,ELITE SURGICAL CENTER LLC,307 HAMBURG TURNPIKE,,WAYNE,NJ,07470,PASSAIC,(973) 790-7700,(973) 689-7618,DSIMMONS@WAYNESURGICAL.COM,10/31/2021,"WAYNE SURGICAL CENTER, L.L.C.",1176 HAMBURG TURNPIKE,"WAYNE, NJ  07470",Profit - LLC,Mr. DENNIS SIMMONS,,,POINT (-74.20819698599996 40.948273018000066)
NJ24465,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1390,INSPIRA IMAGING CENTER TOMLIN STATION,165 BRIDGETON PIKE,,MULLICA HILL,NJ,08062,GLOUCESTER,(856) 241-2555,(856) 241-2575,kerslaked@ihn.org,01/31/2022,"INSPIRA MEDICAL CENTERS, INC",165 BRIDGETON PIKE,"MULLICA, NJ  08062",Non-Profit - Hospital,Ms. AMY MANSUE,,,POINT (-75.21523998799995 39.721199986000045)
NJ25154,END STAGE RENAL DIALYSIS,25154,MAYS LANDING DIALYSIS,"4403 E BLACK HORSE PIKE, #LLO4",,MAYS LANDING,NJ,08330,ATLANTIC,(609) 813-2050,(609) 813-2055,christopher.deluca@davita.com,09/30/2021,"SPRAGUE DIALYSIS, LLC",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Mr. CHRISTOPHER DELUCA,R.N.,,POINT (-74.63905002699994 39.44978998000005)
NJ31C0001066,AMBULATORY SURGICAL CENTER,R24590,HORIZON LASER & EYE SURGERY CENTER,"9701 VENTNOR AVENUE, SUITE 301",,MARGATE CITY,NJ,08402,ATLANTIC,(609) 822-7171,(609) 822-3229,sbruno@horizoneyecare.com,06/30/2021,HORIZON LASER AND EYE SURGERY CENTER,9701 VENTNOR AVENUE,"MARGATE, NJ  08402",,Ms. SUZANNE BRUNO,,,POINT (-74.51767000999996 39.320424986000035)
NJ24300,AMBULATORY CARE FACILITY,24300,COMPREHENSIVE MEDICAL DIAGNOSTICS LLC,"300-B PRINCETON HIGHTSTOWN ROAD, SUITE 205",,EAST WINDSOR,NJ,08520,MERCER,(609) 490-1444,(609) 490-1133,cmdsleep@live.com,01/31/2022,COMPREHENSIVE MEDICAL DIAGNOSTICS LLC,300-B PRINCETON-HIGHSTOWN ROAD STE 205,"EAST WINDSOR, NJ  08520",Profit - LLC,Ms. HAYAM ELSHAMI,,,POINT (-74.56084278199995 40.28433223900004)
NJ22745,HOSPICE CARE PROGRAM,22745,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,,ENGLEWOOD,NJ,07631,BERGEN,(201) 894-3333,(201) 894-1710,ellen.gusick@vnahg.org,08/31/2021,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,"ENGLEWOOD, NJ  07631",Non-Profit - Corporation,Ms. ELLEN GUSICK,,,POINT (-73.97248998899994 40.89357100000007)
NJ31C0001121,AMBULATORY SURGICAL CENTER,22695,"CARES SURGI CENTER, L.L.C.",240 EASTON AVENUE,,NEW BRUNSWICK,NJ,08901,MIDDLESEX,(732) 565-5400,(732) 626-6652,mromano@saintpetersuh.com,07/31/2021,"CARES SURGICENTER, LLC",240 EASTON AVENUE,"NEW BRUNSWICK, NJ  08901",,Ms. MARJORIE ROMANO,,,POINT (-74.45766798899996 40.50114500400008)
NJ1432,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1432,CSH-OUTPATIENT CENTER WARREN,266 KING GEORGE ROAD,,WARREN,NJ,07059,SOMERSET,(732) 258-7050,(732) 258-7210,pfoley@childrens-specialized.org,05/31/2021,CHILDREN'S SPECIALIZED HOSPITAL,200 SOMERSET STREET,"NEW BRUNSWICK, NJ  08901",,Mr. WARREN MOORE,,,POINT (-74.51505804199998 40.641672011000026)
NJ317072,HOME HEALTH AGENCY,22394,ATLANTICARE HOME HEALTH,"6550 DELILAH ROAD, SUITE 304",,EGG HARBOR TOWNSHIP,NJ,08234,ATLANTIC,(609) 484-7300,(609) 407-5376,stacie.lorge@lhcgroup.com,12/31/2021,"LHCG CXLV, LLC",901 HUGH WALLIS ROAD SOUTH,"LAFAYETTE, LA  70508",,. STACIE LORGE,,,POINT (-74.56458201399994 39.42686099100007)
NJ31C0001142,AMBULATORY SURGICAL CENTER,22848,"CENTRAL JERSEY AMBULATORY SURGICAL CENTER, L.L.C.",511 COURTYARD DRIVE,,HILLSBOROUGH,NJ,08844,SOMERSET,(908) 895-0001,(908) 685-8833,csherman@dhccenter.com,04/30/2022,"CENTRAL JERSEY AMBULATORY SURGICAL CENTER, LLC",511 COURTYARD DRIVE,"HILLSBOROUGH, NJ  08844",Profit - LLC,Dr. CHARLES ACCURSO,,,POINT (-74.61181001499995 40.54979000700007)
NJ11302,GENERAL ACUTE CARE HOSPITAL,11302,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,,FREEHOLD,NJ,07728,MONMOUTH,(732) 431-2000,(732) 431-2069,tscott@centrastate.com,02/28/2022,"CENTRASTATE MEDICAL CENTER, INC",901 WEST MAIN STREET,"FREEHOLD, NJ  07728",Non-Profit - Hospital,Mr. JOHN GRIBBIN,,284,POINT (-74.31001296899996 40.24032800500004)
NJ24104,HOSPICE CARE PROGRAM,24104,ACACIA HOSPICE,902 JACKSONVILLE ROAD,,BURLINGTON,NJ,08016,BURLINGTON,(609) 589-4444,(609) 589-4034,dan@njmasonic.org,05/31/2021,MASONIC CHARITY FOUNDATION OF NJ,902 JACKSONVILLE ROAD,"BURLINGTON, NJ  08016",NonProfit - Corporation,"Mr. ROBERT SPOSATO, MBA, MSN, RN",,,POINT (-74.82662100999994 40.06185398400004)
311839,FEDERALLY QUALIFIED HEALTH CENTERS,23138,COMPLETECARE KIDS CORNER MEDICAL PROFESSIONALS,251 WEST BROAD STREET,,BRIDGETON,NJ,08302,CUMBERLAND,(856) 391-1124,(856) 455-3144,rmoran@chcinj.org,03/31/2021,COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS,785 W. SHERMAN AVENUE,"VINELAND, NJ  08360",Non-Profit - Corporation,. ROBERT MORAN,,,POINT (-75.24507797099994 39.43083900000005)
NJ317031,HOME HEALTH AGENCY,71501,"BAYADA HOME HEALTH CARE, INC",401 LACEY ROAD,,WHITING,NJ,08759,OCEAN,(732) 350-2355,(732) 350-1905,cplath@bayada.com,10/31/2021,"BAYADA HOME HEALTH CARE, INC.",4800 HADDONFIELD ROAD,"PENNSAUKEN, NJ  08109",Profit - Individual,Ms. CELENA PLATH,,,POINT (-74.38667294699997 39.95819458300008)
NJ31C0001095,AMBULATORY SURGICAL CENTER,22909,OCEAN ENDOSURGERY CENTER,"129 ROUTE 37 WEST, SUITE 1",,TOMS RIVER,NJ,08755,OCEAN,(732) 797-3960,(732) 797-3963,RAmato@amsurg.com,04/30/2022,"OCEAN ENDOSURGERY CENTER, L.L.C.","129 ROUTE 37 WEST, 1ST FLOOR","TOMS RIVER, NJ  08755",Profit - Partnership,. REBECCA AMATO,,,POINT (-74.21938900599999 39.96544600500005)
NJ90073,AMBULATORY SURGICAL CENTER,24353,"MONTVALE SURGICAL CENTER, LLC",6 CHESTNUT RIDGE RD,,MONTVALE,NJ,07645,BERGEN,(201) 391-4700,(201) 391-4701,Tlamberski@hotmail.com,02/28/2021,META SURGICAL ASSOCIATES LLC,"80 PARK ST, SUITE 2A","MONTCLAIR, NJ  07042",,Ms. CHRISTINE LAMBERSKI,R.N.,,POINT (-74.07103982999996 41.04674300100004)
NJ11301,GENERAL ACUTE CARE HOSPITAL,11301,BAYSHORE MEDICAL CENTER,727 N BEERS ST,,HOLMDEL,NJ,07733,MONMOUTH,(732) 739-5900,(732) 739-5887,Todd.Way@hackensackmeridian.org,11/30/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,. FRANK CITARA,,211,POINT (-74.19165203099993 40.40533000200003)
NJ24483,AMBULATORY SURGICAL CENTER,24483,UNIVERSITY CENTER FOR AMBULATORY SURGERY,2 WORLDS FAIR DRIVE,,SOMERSET,NJ,08873,SOMERSET,(732) 748-1117,(732) 748-1134,cbrown@sovms.com,07/31/2021,UNIVERSITY CENTER FOR AMBULATORY SURGERY LLC,2 WORLDS FAIR DRIVE,"SOMERSET, NJ  08873",,. PATRYCJA MUNRO,,,POINT (-74.51064396399994 40.53691900800004)
NJ22430,AMBULATORY CARE FACILITY,22430,THE FAMILY HEALTH CENTER,"200 SOUTH STREET, 3RD FLOOR TOWN HALL",,MORRISTOWN,NJ,07962,MORRIS,(973) 889-6800,(973) 889-6823,anna.pence@atlantichealth.org,02/28/2022,MORRISTOWN MEDICAL CENTER,100 MADISON AVENUE,"MORRISTOWN, NJ  07962",Non-Profit - Other,Ms. PATRICIA O'KEEFE,,,POINT (-74.47423498799998 40.79117800600005)
NJ22475,END STAGE RENAL DIALYSIS,22475,"DIALYSIS ASSOCIATES OF NORTHERN NEW JERSEY, LLC","2200 ROUTE 10 WEST, SUITE 107",,PARSIPPANY,NJ,07054,MORRIS,(973) 267-2009,(973) 889-9159,barbara.miller@fmc-na.com,05/31/2021,"DIALYSIS ASSOCIATES OF NORTHERN NEW JERSEY, LLC",95 HAYDEN AVENUE,"LEXINGTON, MA  02420",,Mr. BENJAMIN CAUSEY,,,POINT (-74.47190891699995 40.849942276000036)
NJ23443,AMBULATORY SURGICAL CENTER,23443,HACKENSACK SURGERY CENTER LLC,19 KOTTE PLACE,,HACKENSACK,NJ,07601,BERGEN,(201) 996-1921,(201) 996-9400,mmyers@HSC-MED.NET,02/28/2021,HACKENSACK SURGERY CENTER LLC,19 KOTTE PLACE,"HACKENSACK, NJ  07601",Profit - LLC,. BERNIE GARCIA,,,POINT (-74.03512904099995 40.89993801900005)
NJ25091,AMBULATORY CARE FACILITY,25091,"CLIFTON MRI, LLC",750 CLIFTON AVENUE,,CLIFTON,NJ,07013,PASSAIC,(973) 852-3690,(973) 852-3696,,01/31/2022,OLEKSANDR WASHINGTON,3 BREEN PLACE,"MAHWAH, NJ  07430",Profit - LLC,Mr. OLEKSANDR WASHINGTON,,,POINT (-74.15576398999997 40.86904898800003)
NJ23103,AMBULATORY CARE FACILITY,23103,EAST BRUNSWICK OPEN UPRIGHT MRI LLC,"620 CRANBURY ROAD, SUITE 10",,EAST BRUNSWICK,NJ,08816,MIDDLESEX,(732) 698-1717,(732) 638-2727,Asyed@middletownimaging.com,12/31/2020,E BRUNSWICK VENTURES LLC,"620 CRANBURY ROAD, SUITE 10","EAST BRUNSWICK, NJ  08816",,Dr. PARESH RIJSINGHANI,,,POINT (-74.42186100099997 40.405815020000034)
